namc_code,namc_term_diacritical,query,label
PE-1.4.1.6,rājimat sarpaviṣa-ṣaṣṭhaviṣavēgaḥ,"rājimat sarpaviṣa-ṣaṣṭhaviṣavēgaḥ rājimat sarpaviṣa-ṣaṣṭhaviṣavēgaḥ the disorder is characterized by atyarthagrahaṇīduṣṭiḥ [severe affliction of 'grahaṇī' organ], gātragauravam [heaviness of body parts], atisāraḥ [diarrhoea], hr̥tpīḍā [precordial pain/cardiac pain], mūrcchā [syncope/attacks of swooning], avipākaḥ [indigestion] -",sixth stage of rājimat snake poison
PE-1.4.1.7,rājimat sarpaviṣa-saptamaviṣavēgaḥ,"rājimat sarpaviṣa-saptamaviṣavēgaḥ rājimat sarpaviṣa-saptamaviṣavēgaḥ the disorder is characterized by ślēṣmavartiprādurbhāvaḥ [wick like thick mucoidal disharge from mouth], kaṭībhaṅgaḥ [breaking sensation of waist], pr̥ṣṭhabhaṅgaḥ [breaking sensation of the back], sarvacēṣṭāvighātaḥ [impairment of all functions], lālātipravr̥̄ttiḥ [excessive salivation], svēdātipravr̥ttiḥ [excessive sweating], ucchvāsanirōdhaḥ [difficult respiration] -",seventh stage of rājimat snake poison
PE-1.5,puruṣasarpadaṣṭaḥ,puruṣasarpadaṣṭaḥ puruṣasarpadaṣṭaḥ the disorder is characterized by ūrdhvaprēkṣaṇam [upward gaze] -,male serpent bite
PE-1.6,strīsarpadaṣṭaḥ,"strīsarpadaṣṭaḥ strīsarpadaṣṭaḥ the disorder is characterized by adhōdarśanam [looking downwards], sirādarśanam lalāṭē [venous engorgement on forehead] -",female Serpent bite
PE-1.7,napuṁsakasarpadaṣṭaḥ,napuṁsakasarpadaṣṭaḥ napuṁsakasarpadaṣṭaḥ the disorder is characterized by tiryak prēkṣaṇam [looks side ways] -,hermophrodite Serpent bite
PE-1.8,garbhiṇīsarpadaṣṭaḥ,"garbhiṇīsarpadaṣṭaḥ garbhiṇīsarpadaṣṭaḥ the disorder is characterized by pāṇḍu-mukhaḥ [pallor], dhmāta-mukhaḥ [puffy face] -",pregnant serpent bite
PE-1.9,sūtikāsarpadaṣṭaḥ,"sūtikāsarpadaṣṭaḥ sūtikāsarpadaṣṭaḥ the disorder is characterized by kukṣiśūlaḥ [pain in abdomen /flanks], sarudhiramēhanam [hematuria], upajihvikā [clinical features of upajivhika] -",delivered Serpent bite
PE-1.10,grāsārthisarpadaṣṭaḥ,grāsārthisarpadaṣṭaḥ grāsārthisarpadaṣṭaḥ the disorder is characterized by annakāṅkṣā [craving for food] -,hungry Serpent bite
PE-1.11,vr̥ddhasarpadaṣṭaḥ,"vr̥ddhasarpadaṣṭaḥ vr̥ddhasarpadaṣṭaḥ the disorder is characterized by ciravēgaḥ [delayed poisoning], mandavēgaḥ [mild poisoning] -",old serpent bite
PE-1.12,bālasarpadaṣṭaḥ,"bālasarpadaṣṭaḥ bālasarpadaṣṭaḥ the disorder is characterized by āśuvēgaḥ [quick poisoning], mr̥duvēgaḥ [slow poisoning] -",young Serpent bite
PE-1.13,andhāhika sarpadaṣṭaḥ,andhāhika sarpadaṣṭaḥ andhāhika sarpadaṣṭaḥ the disorder is characterized by andhatvam [blindness] -,blind serpent bite
PE-1.14,ajagarasarpadaṣṭaḥ,ajagarasarpadaṣṭaḥ ajagarasarpadaṣṭaḥ - -,ajagara type of snake bite
PE-1.15,sadyaprāṇaharasarpadaṣṭaḥ,"sadyaprāṇaharasarpadaṣṭaḥ sadyaprāṇaharasarpadaṣṭaḥ the disorder is characterized by śāstrāśanihata iva bhūmau patati [drops on the earth at very moment of bite and lies flaccid as if struck by a sharp weapon or by thunderbolt], srastāṅgaḥ [flaccidity/ laxity], svapnam [sleepy] -",serpent bite resuting in instantaneous death
PE-1.16,kr̥ṣṇasarpadaṁśaḥ,kr̥ṣṇasarpadaṁśaḥ kr̥ṣṇasarpadaṁśaḥ - -,black serpent bite
PE-1.17,(a) śaṅkhaviṣaḥ,"(a) śaṅkhaviṣaḥ (a) śaṅkhaviṣaḥ It is characterised by sweating, tremor, dryness of mouth, vomiting, fever. This may be explained by: (a) Rajas and tamas affecting the mind. -",Pseudo poisoning disorder (TM2)
PE-1.18,asādhya-sarpadaṣṭaḥ,"asādhya-sarpadaṣṭaḥ asādhya-sarpadaṣṭaḥ the disorder is characterized by phēnavamanam [frothy vomitus], saṁjñāhāniḥ [loss of conciousness], śyāvapādaḥ [dark brown coloured legs], śyāvakaraḥ [bluish black coloured hands], śyāvānanaḥ [dark brown coloured face], nāsāvasādaḥ [impaired functions of nose], aṅgabhaṅgaḥ [breaking type of pain in the body], viḍbhēdaḥ [altered stools/ loose motions], ślathasandhitā [loosening of joints] -",irremediable Serpent bite
PE-2,mūṣikāviṣaḥ/ākhuviṣa,"mūṣikāviṣaḥ/ākhuviṣa mūṣikāviṣaḥ/ākhuviṣa the disorder is characterized by granthayaḥ [nodular swelling], śōphaḥ [oedema], karṇikā [resembling lotus seed], maṇḍalāni [circular patches], ugrapiḍakōpacayaḥ [intense growth of papules], visarpaḥ [spreading cellulitis/erysipelas], kiṭibhaḥ [clinical features of kiṭibha], parvabhēdaḥ [breaking type of pain in small joints], tīvrarujā [severe pain], mūrcchā [syncope/attacks of swooning], aṅgasadanam [exhaustion or tirednes to body / inability to perform physical activities], jvaraḥ [fever], daurbalyam [weakness], aruciḥ [tastelessness], śvāsaḥ [breathlessness/difficult breathing], vamathuḥ [vomiting], lōmaharṣaḥ [horripilation], ādaṁśāt śōṇitapravr̥ttiḥ [bleeding from bite site], pāṇḍuḥ [pallor], dāhaḥ [burning sensation] -",mouse venom poisoning
PE-2.1,lālana-mūṣikādaṣṭaḥ,"lālana-mūṣikādaṣṭaḥ lālana-mūṣikādaṣṭaḥ the disorder is characterized by lālāsrāvaḥ [salivation], hikkā [hiccup], chardiḥ [vomiting] -",lālana type of rat bite
PE-2.2,putraka-mūṣikādaṣṭaḥ,"putraka-mūṣikādaṣṭaḥ putraka-mūṣikādaṣṭaḥ the disorder is characterized by aṅgasādaḥ [exhaustion or tirednes to body / inability to perform physical activities], pāṇḍuvarṇaḥ [pallor], ākhuśāvakasannibhaiḥ granthibhiścāṅgam cīyatē [glandular swelling resembling the litter] -",putraka type of rat bite
PE-2.3,kr̥ṣṇa-mūṣikādaṣṭaḥ,"kr̥ṣṇa-mūṣikādaṣṭaḥ kr̥ṣṇa-mūṣikādaṣṭaḥ the disorder is characterized by śōphaḥ [oedema], prāyaśaḥ durdinē asr̥̄ka chardiḥ [vomiting with blood on bad day] -",kr̥ṣṇa type of rat bite
PE-2.4,haṁsira-mūṣikādaṣṭaḥ,"haṁsira-mūṣikādaṣṭaḥ haṁsira-mūṣikādaṣṭaḥ the disorder is characterized by anna vidvēṣaḥ [aversion to food], jr̥̄ṁbhā [yawning], harṣaḥ [horripilation] -",haṁsira type of rat bite
PE-2.5,cikvira-mūṣikādaṣṭaḥ,"cikvira-mūṣikādaṣṭaḥ cikvira-mūṣikādaṣṭaḥ the disorder is characterized by śirōduḥkham [discomfort in head], śōpha [oedema], hikkāḥ [hiccup], vamiḥ [vomiting] -",cikvira type of rat bite
PE-2.6,chuchundara-mūṣikādaṣṭaḥ,"chuchundara-mūṣikādaṣṭaḥ chuchundara-mūṣikādaṣṭaḥ the disorder is characterized by tr̥ṭ [thirst], chardiḥ [vomiting], jvaraḥ [fever], daurbalyam [weakness], grīvāstambhaḥ [stiffness of neck], pr̥̄ṣṭhaśōphaḥ [swelling on back], gandhājñānam [anosmia or loss, the sense, smell], visūcikā [clinical features of viṣūcikā] -",chuchundara type of rat bite
PE-2.7,alasa-mūṣikādaṣṭaḥ,"alasa-mūṣikādaṣṭaḥ alasa-mūṣikādaṣṭaḥ the disorder is characterized by grīvāstambhaḥ [stiffness of neck], ūrdhvavāyuḥ [upward movement of vāyu], daṁśē rujā [pain at bite site], jvaraḥ [fever] -",alasa type of rat bite
PE-2.8,kaṣāyadanta-mūṣikādaṣṭaḥ,"kaṣāyadanta-mūṣikādaṣṭaḥ kaṣāyadanta-mūṣikādaṣṭaḥ the disorder is characterized by nidrā [sleep], hr̥cchōṣaḥ [dryness in heart region], kārśyam [emaciation] -",kaṣāyadanta type of rat bite
PE-2.9,kuliṅgaka-mūṣikādaṣṭaḥ,"kuliṅgaka-mūṣikādaṣṭaḥ kuliṅgaka-mūṣikādaṣṭaḥ the disorder is characterized by rujā [pain], śōphaḥ [oedema], daṁśamaṇḍalē rājyaḥ [circular streaks] -",kuliṅgaka type of rat bite
PE-2.10,ajita-mūṣikādaṣṭaḥ,"ajita-mūṣikādaṣṭaḥ ajita-mūṣikādaṣṭaḥ the disorder is characterized by aṁgakr̥ṣṇatvam [blackish coloured body], chardiḥ [vomiting], mūrcchā [syncope/attacks of swooning], hr̥dgrahaḥ [stiffness in cardiac region] -",ajita type of rat bite
PE-2.11,capala-mūṣikādaṣṭaḥ,"capala-mūṣikādaṣṭaḥ capala-mūṣikādaṣṭaḥ the disorder is characterized by chardiḥ [vomiting], mūrcchā [syncope/attacks of swooning], tr̥ṣṇāḥ [thirst] -",capala type of rat bite
PE-2.12,kapila-mūṣikādaṣṭaḥ,"kapila-mūṣikādaṣṭaḥ kapila-mūṣikādaṣṭaḥ the disorder is characterized by vraṇē kōthaḥ [putrefaction of wound], jvaraḥ [fever], granthi-udgamaḥ [appearance of glandular swellings], tr̥ṭ [thirst] -",kapila type of rat bite
PE-2.13,kōkila-mūṣikādaṣṭaḥ,"kōkila-mūṣikādaṣṭaḥ kōkila-mūṣikādaṣṭaḥ the disorder is characterized by ugrā granthayaḥ [nodular swelling], jvaraḥ [fever], dāruṇaḥdāhaḥ [intolerable burning sensation in the body] -",kōkila type of rat bite
PE-2.14,aruṇa-mūṣikādaṣṭaḥ,"aruṇa-mūṣikādaṣṭaḥ aruṇa-mūṣikādaṣṭaḥ the disorder is characterized by vātajavikārāḥ [diseases of vāta], granthiḥ [glandular swellings], maṇḍalam [circular patches], karṇikāḥ [thorny], ugrapiḍakōpacayaḥ [intense growth of papules], bhr̥śam śōphaḥ [excessively swelling], dāruṇa śōphaḥ [hard swelling] -",aruṇa type of rat bite
PE-2.15,mahākr̥ṣṇa-mūṣikādaṣṭaḥ/undura-mūṣikādaṣṭaḥ,"mahākr̥ṣṇa-mūṣikādaṣṭaḥ/undura-mūṣikādaṣṭaḥ mahākr̥ṣṇa-mūṣikādaṣṭaḥ/undura-mūṣikādaṣṭaḥ the disorder is characterized by pittajavikārāḥ [diseases of pitta], granthiḥ [glandular swellings], maṇḍalam [circular patches], karṇikāḥ [thorny], ugrapiḍakōpacayaḥ [intense growth of papules], bhr̥śam śōphaḥ [excessively swelling], dāruṇa śōphaḥ [hard swelling] -",mahākr̥ṣṇa type of rat bite
PE-2.16,mahāśvēta-mūṣikādaṣṭaḥ,"mahāśvēta-mūṣikādaṣṭaḥ mahāśvēta-mūṣikādaṣṭaḥ the disorder is characterized by kaphajavikārāḥ [diseases of kapha], granthiḥ [glandular swellings], maṇḍalam [circular patches], karṇikāḥ [thorny], ugrapiḍakōpacayaḥ [intense growth of papules], bhr̥śam śōphaḥ [excessively swelling], dāruṇa śōphaḥ [hard swelling] -",mahāśvēta type of rat bite
PE-2.17,mahākapila-mūṣikādaṣṭaḥ,"mahākapila-mūṣikādaṣṭaḥ mahākapila-mūṣikādaṣṭaḥ the disorder is characterized by asr̥k-vikārāḥ [diseases of rakta], granthiḥ [glandular swellings], maṇḍalam [circular patches], karṇikāḥ [thorny], ugrapiḍakōpacayaḥ [intense growth of papules], bhr̥śam śōphaḥ [excessively swelling], dāruṇa śōphaḥ [hard swelling] -",mahākapila type of rat bite
PE-2.18,kapōta-mūṣikādaṣṭaḥ,"kapōta-mūṣikādaṣṭaḥ kapōta-mūṣikādaṣṭaḥ the disorder is characterized by vātapittakapharaktavikārāḥ [diseases of vāta,pitta, kapha and rakta], granthiḥ [glandular swellings], maṇḍalaḥ [circular eruptions], karṇikāḥ [resembling lotus seed], ugrapiḍakōpacayaḥ [intense growth of papules], bhr̥śam śōphaḥ [excessively swelling], dāruṇa śōphaḥ [hard swelling] -",kapōta type of rat bite
PE-2.19,asādhya-mūṣikāviṣaḥ,"asādhya-mūṣikāviṣaḥ asādhya-mūṣikāviṣaḥ the disorder is characterized by mūrcchā [syncope/attacks of swooning], aṅgaśōphaḥ [swelling over body], vaivarṇyaḥ [discolouration], klēdaḥ [moistening / soddening], śabdāśrutiḥ [hearing loss], jvaraḥ [fever], śirōgurutvam [heaviness of head], lālāsrāvaḥ [salivation], asr̥k-chardiḥ [vomiting of blood] -",fatal rat bite
PE-3,śva/vyāla-śṟugāla-tarakṣu-r̥kṣa-vyāghrādi daṣṭa lakṣaṇa,"śva/vyāla-śṟugāla-tarakṣu-r̥kṣa-vyāghrādi daṣṭa lakṣaṇa śva/vyāla-śṟugāla-tarakṣu-r̥kṣa-vyāghrādi daṣṭa lakṣaṇa the disorder is characterized by daṁśē suptatā [numbness], kr̥ṣṇaṁ ca atisravati asr̥k [copious flow of dark blood], tr̥ṣṇā [thirst], mūrcchā [syncope/attacks of swooning], bhrāntiḥ [confusion], dāhaḥ [burning sensation], jvaraḥ [fever], kaṇḍūḥ [itching], nistōdaḥ [pricking type of pain], vaivarṇyam [discolouration], suptiḥ [numbness], klēdōpaśōṣaṇam [drying up of discharges], vidāhaḥ [internal burning/ indigestion], rāgaḥ [redness/congestion], ruk [pain], pākaḥ [inflammation/suppuration], śōphaḥ [oedema], granthinikuñcanam [constriction of glandular swelling], daṁśāvadaraṇam [cracking of the tissue in place of bite], sphōṭāḥ [blisters], karṇikā [polyp/protuberence], maṇḍalāni [circular patches], jvaraḥ [fever], yēna daṣṭastasya cēṣṭā [imitates the actions of animal by which he has been bitten], yēna daṣṭastasya rutam [imitates the sounds of animal by which he has been bitten], bahuśaḥ pratikriyā [reacts in many ways], kriyāhīnaḥ [becomes actionless and dies] -","animal bite due to dog, jackal, wolf, bear, tiger etc.,"
PE-3.1,alarkaviṣaḥ/jalatrāsaḥ,"alarkaviṣaḥ/jalatrāsaḥ alarkaviṣaḥ/jalatrāsaḥ the disorder is characterized by suptaḥ [numbness], kr̥ṣṇaṁ asr̥k kṣarati [blackish bleeding], hr̥druk [precordial pain/cardiac pain], śirōruk [headache], jvaraḥ [fever], stambhaḥ [rigidity/stiffness], tr̥ṣṇā [thirst], mūrcchāḥ [syncope/attacks of swooning] -","bite of rabid animal viz., dog resulting in Hydrophobia"
PE-3.2,asādhya-alarkaviṣaḥ,"asādhya-alarkaviṣaḥ asādhya-alarkaviṣaḥ the disorder is characterized by adaṣṭasya api jalatrāsaḥ [signs of hydrophobia without bite], jāgrataḥ api jalatrāsaḥ [signs of hydrophobia when awake], svapnē api jalatrāsaḥ [signs of hydrophobia when sleeping] -",irremediable rabid animals bite
PE-3.3,alarkaviṣāriṣṭaḥ,"alarkaviṣāriṣṭaḥ alarkaviṣāriṣṭaḥ the disorder is characterized by tadrūpaṁ (daṁṣṭriṇā yēna daṣṭaḥ) apsu darśanam [visualising the image of animal bitting in water], abhīkṣṇam trāsaḥ (jalaṁ dr̥ṣṭvā spr̥ṣṭvā vā ) [becomes frightened at the sight or touch of water] -",fatal signs due to alarkaviSha
PE-4,kīṭaviṣaḥ,"kīṭaviṣaḥ kīṭaviṣaḥ the disorder is characterized by karṇikāḥ [thorny], śōphaḥ [oedema], jvaraḥ [fever], kaṇḍūḥ [itching], arōcakaḥ [tastelessness] -",insects Venom poisoning
PE-4.1,kīṭaviṣavēgaḥ,"kīṭaviṣavēgaḥ kīṭaviṣavēgaḥ the disorder is characterized by vardhiṣṇu śōphaḥ [increasing swelling], visraraktatā [blood with smell of raw meat], śirōgauravam [heavines of head], akṣigauravam [heaviness of eyes], mūrcchā [syncope/attacks of swooning], bhramaḥ [giddiness or dizziness], śvāsaḥ [breathlessness/difficult breathing], ativēdanā [severe pain] -",stages of poisoning in insect bite
PE-4.2,vātanimittajakīṭaviṣaḥ/vatajakīṭaviṣa,"vātanimittajakīṭaviṣaḥ/vatajakīṭaviṣa vātanimittajakīṭaviṣaḥ/vatajakīṭaviṣa the disorder is characterized by hr̥tpīḍā [precordial pain/cardiac pain], ūrdhvānilaḥ [upward movement of vāyu], stambhaḥ [rigidity/stiffness], sirāyāmaḥ [dilatation of the veins], asthiparvaruk [pain in the bones and joints], ghūrṇanam [giddiness], udvēṣṭanam [cramps], tōdōlbaṇaḥ [pricking type of pain], rujōlbaṇaḥ [pain], gātraśyāvatā [blackish brown discoloration of the body] -",vāta aggravating insects
PE-4.3,pittanimittaja-kīṭaviṣaḥ/āgnēya-kīṭaviṣaḥ,"pittanimittaja-kīṭaviṣaḥ/āgnēya-kīṭaviṣaḥ pittanimittaja-kīṭaviṣaḥ/āgnēya-kīṭaviṣaḥ the disorder is characterized by saṁjñānāśaḥ [loss of conciousness], uṣṇaniśvāsaḥ [hot breath], hr̥ddāhaḥ [burning sensation in the precordial/cardiac region], kaṭukāsyatā [pungent taste in mouth], daṁśāvadaraṇam [cracking of the tissue in place of bite], raktaśōthaḥ [reddish oedema], pītaśōthaḥ [yellow oedema at the site of the bite], māṁsāvadaraṇam [cracking of the māṁsa in the place of bite], alpasaṁsrāvaḥ [minimal discharge], dāhaḥ [burning sensation], rāgaḥ [redness/congestion], visarpaḥ [spreading cellulitis/erysipelas], pakvapīluphalaprakhyaḥ [resembling ripe fruit of pīlu (Salvadora persica)], kharjūrasadr̥śaḥ [resembling the fruit of date] -",pitta aggravating insects
PE-4.4,kaphanimittaja/kīṭaviṣaḥ,"kaphanimittaja/kīṭaviṣaḥ kaphanimittaja/kīṭaviṣaḥ the disorder is characterized by vamiḥ/chardiḥ [vomiting], arōcakaḥ [tastelessness], hr̥llāsaḥ [nausea], prasēkaḥ [excessive salivation], utklēśaḥ [nausea/provocation of dōṣa], gauravam [heaviness], śaityam [coldness], mukhamādhuryam [sweet taste in mouth], pīnasaḥ [cold, catarrh], mandarujaḥ [mild pain], pakvōdumbarasannibhaḥ [swelling resemble ripe udumbara/ fig fruit] -",kapha aggravating insects
PE-4.5,sānnipātika/kīṭaviṣaḥ,"sānnipātika/kīṭaviṣaḥ sānnipātika/kīṭaviṣaḥ the disorder is characterized by srāvāḍhyaḥ [profuse discharge], sarvaliṅagaḥ [clinical features of all types of dōṣa] -",insects aggravating all the dōṣa
PE-4.6,tīkṣṇa-kīṭaviṣaḥ,"tīkṣṇa-kīṭaviṣaḥ tīkṣṇa-kīṭaviṣaḥ the disorder is characterized by jvaraḥ [fever], aṅgamardaḥ [generalised bodyache], rōmāñcaḥ [horripilation], vēdanā [pain], chardiḥ [vomiting], atisāraḥ [diarrhoea], tr̥ṣṇā [thirst], dāhaḥ [burning sensation], mūrchā [syncope/attacks of swooning], vijr̥mbhikā [yawning], vēpathuḥ [shivering/tremors], śvāsaḥ [breathlessness/difficult breathing], hikkā [hiccup], dāruṇadāhaḥ [extreme burning sensation], dāruṇaśītam [extreme chills], piḍakōpacayaḥ [increasing papules in size], śōphaḥ [oedema], granthiḥ [glandular swellings], maṇḍalāni [circular patches], dadruḥ [signs of dadru], karṇikā [thorny nodules], visarpaḥ [spreading cellulitis/erysipelas], kiṭibhaḥ [clinical features of kiṭibha] -",insects possessing sharp poison
PE-4.7,manda-kīṭaviṣaḥ,"manda-kīṭaviṣaḥ manda-kīṭaviṣaḥ the disorder is characterized by prasēkaḥ [excessive salivation], arōcakaḥ [tastelessness], chardiḥ [vomiting], śirōgauravam [heaviness of head], śītakāḥ [coldness], piḍakājanma [papule/ eruptions in body], kōṭhajanma [wheal like skin lesion], kaṇḍūjanma [itching] -",insects possessing mild poison
