namc_code,namc_term_diacritical,short_definition,long_definition,icd_code,query,pred_top1,pred_top3
SR-5,parihārakālē ajīrṇādhyaśana,-,"the disorder is characterized by mukhaśōṣaḥ [dryness of mouth], ādhmānaḥ [abdominal distension], śulaḥ [colicky pain in the abdomen], nistōdaḥ [pricking type of pain], pipāsā [thirst], gātrasādaḥ [exhaustion or tiredness of body], chardiḥ [vomiting], atīsāraḥ [diarrhoea], mūrcchā [syncope/attacks of swooning], jvaraḥ [fever], pravāhaṇam [straining at defecation], āmaviṣaḥ [clinical features of āmaviṣa]",,"parihārakālē ajīrṇādhyaśana parihārakālē ajīrṇādhyaśana the disorder is characterized by mukhaśōṣaḥ [dryness of mouth], ādhmānaḥ [abdominal distension], śulaḥ [colicky pain in the abdomen], nistōdaḥ [pricking type of pain], pipāsā [thirst], gātrasādaḥ [exhaustion or tiredness of body], chardiḥ [vomiting], atīsāraḥ [diarrhoea], mūrcchā [syncope attacks of swooning], jvaraḥ [fever], pravāhaṇam [straining at defecation], āmaviṣaḥ [clinical features of āmaviṣa]",SP54,"['SP54', 'SM76', 'SM3L']"
SR-6,parihārakālē ahitabhōjanam,-,"the disorder is characterized by anannābhilāṣaḥ [disinclination for food], daurbalyam [weakness], vaivarṇyam [discolouration], kaṇḍūḥ [itching], pāmā [scabies], gātrāvasādaḥ [exhaustion or tirednes to body], grahaṇī [clinical features of grahaṇī], arśaḥ [haemorrhoids]",,"parihārakālē ahitabhōjanam parihārakālē ahitabhōjanam the disorder is characterized by anannābhilāṣaḥ [disinclination for food], daurbalyam [weakness], vaivarṇyam [discolouration], kaṇḍūḥ [itching], pāmā [scabies], gātrāvasādaḥ [exhaustion or tirednes to body], grahaṇī [clinical features of grahaṇī], arśaḥ [haemorrhoids]",SN46,"['SN46', 'SM36', 'SK55']"
SR-7,parihārakālē divāsvapnaḥ,-,"the disorder is characterized by arōcakaḥ [tastelessness], avipākaḥ [indigestion], agnināśaḥ [loss of agni (digestive power)], staimityam [a sensation of being covered with wet clothes], pāṇḍutvam [pallor], kaṇḍūḥ [itching], pāmā [scabies], dāhaḥ [burning sensation], chardīḥ [vomiting], aṅgamardaḥ [generalised bodyache], hr̥tstambhaḥ [tightness in the pericordial region], jāḍyam [dullness/ frigidity/inactiveness], tandrā [drowsiness/lassitude], nidrā-prasaṅgaḥ [continuous sleep], granthijanmaḥ [appearance of nodules], daurbalyam [weakness], raktamūtratā [urine with blood, blood coloured urine/ hematuria], raktākṣitā [reddish coloured eyes], tālulēpaḥ [coating over the palate]",,"parihārakālē divāsvapnaḥ parihārakālē divāsvapnaḥ the disorder is characterized by arōcakaḥ [tastelessness], avipākaḥ [indigestion], agnināśaḥ [loss of agni (digestive power)], staimityam [a sensation of being covered with wet clothes], pāṇḍutvam [pallor], kaṇḍūḥ [itching], pāmā [scabies], dāhaḥ [burning sensation], chardīḥ [vomiting], aṅgamardaḥ [generalised bodyache], hr̥tstambhaḥ [tightness in the pericordial region], jāḍyam [dullness frigidity inactiveness], tandrā [drowsiness lassitude], nidrā prasaṅgaḥ [continuous sleep], granthijanmaḥ [appearance of nodules], daurbalyam [weakness], raktamūtratā [urine with blood, blood coloured urine hematuria], raktākṣitā [reddish coloured eyes], tālulēpaḥ [coating over the palate]",SN46,"['SN46', 'SR87', 'SS10']"
SR-8,parihārakālē maithunam,-,"the disorder is characterized by āśubalanāśaḥ [instantaneous loss of strength], urusādaḥ [fatigue / weakness in thighs], śirōśūlaḥ [headache], bastiśūlaḥ [pain in basti/ urinary bladder], gudaśūlaḥ [proctalgia], mēḍhraśūlaḥ [penile pain], vaṅkṣaśūlaḥ [pain in groins], ūruśūlaḥ [pain in thighs], jānuśūlaḥ [pain in knees], jaṅghāśūlaḥ [pain in calf region], pādaśūlaḥ [pain in legs/feet], hr̥dayaspandanam [palpitation of heart], nētrapīḍā [pain in eyes], aṅgaśaithilyam [asthenia of limbs], śukramārgaśōṇitāgamanam [bleeding through the seminal passage], kāsaḥ [cough], śvāsaḥ [breathlessness/difficult breathing], śōṇitaṣṭhīvanam [haemoptysis], svarāvasādaḥ [sunken voice], kaṭīdaurbalyaḥ [weakness of lumbar region], ēkāṅgarōgaḥ [paralysis of the one part of the body], sarvāṅgarōgaḥ [paralysis of the whole body], muṣkaśvayathu [scrotal oedema], vātasaṅga [retention of vāyu/ flatus], varcasaṅga [retention of stools], mūtrasaṅga [obstruction/retention in passage of urine], śukravisargaḥ [excessive discharge of semen], jāḍyam [dullness/ frigidity/inactiveness], vēpathuḥ [shivering/tremors], bādhiryam [deafness/ hearing impairment], viṣādaḥ [depression], avalupyata iva gudaḥ [a feeling as if the anus is being cut], tāḍyata iva mēḍhram [pain in the phallus as if it is being hit], avasīdatīva manaḥ [a feeling as if the mind is shrinking], vēpatē hr̥dayam [trembling of the heart], pīḍyantē sandhayaḥ [pain in joints], tamaḥ pravēśyata iva [feels as entering into darkness]",,"parihārakālē maithunam parihārakālē maithunam the disorder is characterized by āśubalanāśaḥ [instantaneous loss of strength], urusādaḥ [fatigue weakness in thighs], śirōśūlaḥ [headache], bastiśūlaḥ [pain in basti urinary bladder], gudaśūlaḥ [proctalgia], mēḍhraśūlaḥ [penile pain], vaṅkṣaśūlaḥ [pain in groins], ūruśūlaḥ [pain in thighs], jānuśūlaḥ [pain in knees], jaṅghāśūlaḥ [pain in calf region], pādaśūlaḥ [pain in legs feet], hr̥dayaspandanam [palpitation of heart], nētrapīḍā [pain in eyes], aṅgaśaithilyam [asthenia of limbs], śukramārgaśōṇitāgamanam [bleeding through the seminal passage], kāsaḥ [cough], śvāsaḥ [breathlessness difficult breathing], śōṇitaṣṭhīvanam [haemoptysis], svarāvasādaḥ [sunken voice], kaṭīdaurbalyaḥ [weakness of lumbar region], ēkāṅgarōgaḥ [paralysis of the one part of the body], sarvāṅgarōgaḥ [paralysis of the whole body], muṣkaśvayathu [scrotal oedema], vātasaṅga [retention of vāyu flatus], varcasaṅga [retention of stools], mūtrasaṅga [obstruction retention in passage of urine], śukravisargaḥ [excessive discharge of semen], jāḍyam [dullness frigidity inactiveness], vēpathuḥ [shivering tremors], bādhiryam [deafness hearing impairment], viṣādaḥ [depression], avalupyata iva gudaḥ [a feeling as if the anus is being cut], tāḍyata iva mēḍhram [pain in the phallus as if it is being hit], avasīdatīva manaḥ [a feeling as if the mind is shrinking], vēpatē hr̥dayam [trembling of the heart], pīḍyantē sandhayaḥ [pain in joints], tamaḥ pravēśyata iva [feels as entering into darkness]",SM81,"['SM81', 'SP54', 'SR62']"
SS,śastrakarma-apacāraḥ,-,-,,śastrakarma apacāraḥ śastrakarma apacāraḥ,ST20,"['ST20', 'SM9A', 'SM8B']"
SS-1,śastrakṣārāgnivibhrama (arśasāṁ),-,"the disorder is characterized by puṁstvōpaghātaḥ [impotence/loss of sexual vigor], śvayathuḥ gudē [swelling in the anus], vēgavinigrahaḥ [lack of urge for deaecation], ādhmān [abdominal distension], dāruṇaṁ śūlam [excruciating pain], vyathā [uneasiness/ agitation/feeling of discomfort], raktātivartanam [excessive bleeding], rūḍhānāṁ punarvirōhaḥ [recurrence of the pile mass after these are healed], klēdaḥ [moistening / soddening], gudabhraṁśaḥ [rectal prolapse], śīghramaraṇam [instant death]",,"śastrakṣārāgnivibhrama (arśasāṁ) śastrakṣārāgnivibhrama (arśasāṁ) the disorder is characterized by puṁstvōpaghātaḥ [impotence loss of sexual vigor], śvayathuḥ gudē [swelling in the anus], vēgavinigrahaḥ [lack of urge for deaecation], ādhmān [abdominal distension], dāruṇaṁ śūlam [excruciating pain], vyathā [uneasiness agitation feeling of discomfort], raktātivartanam [excessive bleeding], rūḍhānāṁ punarvirōhaḥ [recurrence of the pile mass after these are healed], klēdaḥ [moistening soddening], gudabhraṁśaḥ [rectal prolapse], śīghramaraṇam [instant death]",SM55,"['SM55', 'SM9A', 'SQ05']"
SS-2,karṇavyadhajanyarōgaḥ,-,-,,karṇavyadhajanyarōgaḥ karṇavyadhajanyarōgaḥ,ST20,"['ST20', 'SM9A', 'SM8B']"
SS-2.1,kālikā,-,"the disorder is characterized by jvaraḥ [fever], dāhaḥ [burning sensation], śvayathuḥ [swelling], vēdanā [pain]",,"kālikā kālikā the disorder is characterized by jvaraḥ [fever], dāhaḥ [burning sensation], śvayathuḥ [swelling], vēdanā [pain]",SP54,"['SP54', 'SP92', 'SP57']"
SS-2.2,marmarikā,-,"the disorder is characterized by vēdanā [pain], jvaraḥ [fever], granthiḥ [glandular swellings]",,"marmarikā marmarikā the disorder is characterized by vēdanā [pain], jvaraḥ [fever], granthiḥ [glandular swellings]",SP54,"['SP54', 'SP57', 'SP51']"
SS-2.3,lōhitikā,-,"the disorder is characterized by manyāstambhaḥ [torticollis/stiffness of neck], apatānakaḥ [spasmodic contractions /convulsions of body], śirōgrahaḥ [stiffness of head], karṇaśūlaḥ [ear ache]",,"lōhitikā lōhitikā the disorder is characterized by manyāstambhaḥ [torticollis stiffness of neck], apatānakaḥ [spasmodic contractions convulsions of body], śirōgrahaḥ [stiffness of head], karṇaśūlaḥ [ear ache]",SP44,"['SP44', 'SK83', 'SK30']"
SS-3,karṇavyadhakālē sandhānasya ayōgaḥ,-,-,,karṇavyadhakālē sandhānasya ayōgaḥ karṇavyadhakālē sandhānasya ayōgaḥ,ST20,"['ST20', 'SM9A', 'SM8B']"
SS-3.1,vātaduṣṭaraktam,-,the disorder is characterized by paripuṭanam [loss of skin],,vātaduṣṭaraktam vātaduṣṭaraktam the disorder is characterized by paripuṭanam [loss of skin],SN4R,"['SN4R', 'SN42', 'SR65']"
SS-3.2,pittaduṣṭaraktakōpa,-,"the disorder is characterized by dāhaḥ [burning sensation], pākaḥ [inflammation/suppuration], rāgaḥ [redness/congestion], vēdanā [pain]",,"pittaduṣṭaraktakōpa pittaduṣṭaraktakōpa the disorder is characterized by dāhaḥ [burning sensation], pākaḥ [inflammation suppuration], rāgaḥ [redness congestion], vēdanā [pain]",SP94,"['SP94', 'SP5A', 'SM72']"
SS-3.3,kaphaduṣṭa-raktaḥ,-,"the disorder is characterized by stabdhatā [stiffness], kaṇḍūḥ [itching]",,"kaphaduṣṭa raktaḥ kaphaduṣṭa raktaḥ the disorder is characterized by stabdhatā [stiffness], kaṇḍūḥ [itching]",SK30,"['SK30', 'SP99', 'SL81']"
SS-3.4,atipravr̥tta-raktaḥ,-,"the disorder is characterized by śyāvatā [discoloration], śōphaḥ [oedema]",,"atipravr̥tta raktaḥ atipravr̥tta raktaḥ the disorder is characterized by śyāvatā [discoloration], śōphaḥ [oedema]",SP92,"['SP92', 'SN41', 'SP91']"
SS-3.5,alpapravr̥tta-raktaḥ,-,-,,alpapravr̥tta raktaḥ alpapravr̥tta raktaḥ,ST20,"['ST20', 'SM9A', 'SM8B']"
SS-4,liṅganāśa-mithyāvēdhanam,-,"the disorder is characterized by rāgaḥ [redness/congestion], śōphaḥ [oedema], arbudam [tumor], cōṣaḥ [sucking type of pain], budbudam [muscular growth resembling bubble], śūkarākṣitā [downward gaze], adhimanthaḥ [eye disease - glacouma], rujā [pain]",,"liṅganāśa mithyāvēdhanam liṅganāśa mithyāvēdhanam the disorder is characterized by rāgaḥ [redness congestion], śōphaḥ [oedema], arbudam [tumor], cōṣaḥ [sucking type of pain], budbudam [muscular growth resembling bubble], śūkarākṣitā [downward gaze], adhimanthaḥ [eye disease glacouma], rujā [pain]",SR46,"['SR46', 'SR45', 'SN06']"
SS-5,lēkhana-atiyōgaḥ,-,"the disorder is characterized by vartmam vyāvartatē [eye lids remain everted], pakṣmam vimuhyati/vimuñcati [eye lashes become distorted], ruk [pain], srāvabahulam [profuse discharge]",,"lēkhana atiyōgaḥ lēkhana atiyōgaḥ the disorder is characterized by vartmam vyāvartatē [eye lids remain everted], pakṣmam vimuhyati vimuñcati [eye lashes become distorted], ruk [pain], srāvabahulam [profuse discharge]",SK6A,"['SK6A', 'SK6R', 'SL61']"
SS-6,lēkhana-ayōgaḥ,-,"the disorder is characterized by śastrakr̥tāt kṣatāt skannaṁ raktam dhruvam sravēt [eye has a thick bloody discharge from the wound produced by instrument], rāgaḥ [redness/congestion], śōphaḥ [oedema], parisrāvaḥ [excessive discharges], timiram [errors of refraction/partial blindness], vyādhyanirjayaḥ [condition does not get relieved], śyāvaṁ vartmam [brownish discolouration of eyelid], guru vartmam [heaviness], stabdhaṁ vartmam [fixedness of eyelid], vartmakaṇḍū [itching in eyelid], vartmaharṣaḥ [flickering of eyelids], vartmōpadēhaḥ [sticky discharges], udīrṇa nētrapāka [severe inflammation of eye]",,"lēkhana ayōgaḥ lēkhana ayōgaḥ the disorder is characterized by śastrakr̥tāt kṣatāt skannaṁ raktam dhruvam sravēt [eye has a thick bloody discharge from the wound produced by instrument], rāgaḥ [redness congestion], śōphaḥ [oedema], parisrāvaḥ [excessive discharges], timiram [errors of refraction partial blindness], vyādhyanirjayaḥ [condition does not get relieved], śyāvaṁ vartmam [brownish discolouration of eyelid], guru vartmam [heaviness], stabdhaṁ vartmam [fixedness of eyelid], vartmakaṇḍū [itching in eyelid], vartmaharṣaḥ [flickering of eyelids], vartmōpadēhaḥ [sticky discharges], udīrṇa nētrapāka [severe inflammation of eye]",SK6K,"['SK6K', 'SK6G', 'SK6H']"
ST,kṣāra-karma-apacāraḥ,-,-,,kṣāra karma apacāraḥ kṣāra karma apacāraḥ,ST20,"['ST20', 'SM9A', 'SM8B']"
ST-1,kṣāra-vibhramaḥ,-,"the disorder is characterized by jvaraḥ [fever], atisāraḥ [diarrhoea], tr̥ṭ [thirst], mōhaḥ [confusion/delirium], mūrchā [syncope/attacks of swooning], hr̥dvēdanā [precordial pain/cardiac pain], hr̥dārtiḥ [distress in heart]",,"kṣāra vibhramaḥ kṣāra vibhramaḥ the disorder is characterized by jvaraḥ [fever], atisāraḥ [diarrhoea], tr̥ṭ [thirst], mōhaḥ [confusion delirium], mūrchā [syncope attacks of swooning], hr̥dvēdanā [precordial pain cardiac pain], hr̥dārtiḥ [distress in heart]",SL61,"['SL61', 'SP54', 'SQ00']"
ST-2,kṣārapāna-atiyōgaḥ,-,"the disorder is characterized by kēśōpaghātaḥ [hair fall], akṣyupaghātaḥ [impairment of vision], hr̥dayōpaghātaḥ [affliction of heart], puṁstvōpaghātaḥ [impotence/loss of sexual vigor], āndhyam [blindness], ṣāṇḍhyam [impotence], khālityam [baldness], pālityam [greying of hairs], hr̥dayāpakartiḥ [cutting type of pain in cardiac region]",,"kṣārapāna atiyōgaḥ kṣārapāna atiyōgaḥ the disorder is characterized by kēśōpaghātaḥ [hair fall], akṣyupaghātaḥ [impairment of vision], hr̥dayōpaghātaḥ [affliction of heart], puṁstvōpaghātaḥ [impotence loss of sexual vigor], āndhyam [blindness], ṣāṇḍhyam [impotence], khālityam [baldness], pālityam [greying of hairs], hr̥dayāpakartiḥ [cutting type of pain in cardiac region]",SN71,"['SN71', 'SN73', 'SL61']"
ST-3,kṣāra-atidagdhaḥ,-,"the disorder is characterized by dāhaḥ [burning sensation], rāgaḥ [redness/congestion], pākaḥ [inflammation/suppuration], srāvaḥ [discharge], aṅgamardaḥ [generalised bodyache], klamaḥ [exhaustion without exertion], pipāsā [thirst], mūrcchā [syncope/attacks of swooning], maraṇam [death], ūṣā [burning sensation with sweating and restlessness], śōphaḥ [swelling / proctitis], jvaraḥ [fever], visarpaḥ [spreading cellulitis/erysipelas], śirōrōgaḥ [diseases of head], raktasrāvaḥ [bleeding]",,"kṣāra atidagdhaḥ kṣāra atidagdhaḥ the disorder is characterized by dāhaḥ [burning sensation], rāgaḥ [redness congestion], pākaḥ [inflammation suppuration], srāvaḥ [discharge], aṅgamardaḥ [generalised bodyache], klamaḥ [exhaustion without exertion], pipāsā [thirst], mūrcchā [syncope attacks of swooning], maraṇam [death], ūṣā [burning sensation with sweating and restlessness], śōphaḥ [swelling proctitis], jvaraḥ [fever], visarpaḥ [spreading cellulitis erysipelas], śirōrōgaḥ [diseases of head], raktasrāvaḥ [bleeding]",SM54,"['SM54', 'SR1D', 'SR18']"
ST-3.1,kṣāra-atidagdha-gudaḥ,-,"the disorder is characterized by viṭ- rōdhaḥ/ viṭ- saṁrōdhaḥ [obstruction of faeces], mūtrarōdhaḥ/mūtrasaṁrōdhaḥ [obstruction in passage of urine], atīsāraḥ [diarrhoea], puṁstvōpaghātaḥ [impotence/loss of sexual vigor], gudavisaraṇāt mr̥tyuḥ/gudaśātanāt mr̥tyuḥ [death on fissuring/ tearing of anus], gudaśōpha [swelling at anus], gudatōdaḥ [pricking type of pain], gudavēdanā [proctalgia], gudasrāvaḥ [anal discharge], śakr̥dvidhāraṇāśaktiḥ [unable to urge of defecation], mūtravidhāraṇāśaktiḥ [unable to hold urine], viṭ-atipravr̥ttiḥ [excessive defecation], mūtrātipravr̥ttiḥ [frequent micturition]",,"kṣāra atidagdha gudaḥ kṣāra atidagdha gudaḥ the disorder is characterized by viṭ rōdhaḥ viṭ saṁrōdhaḥ [obstruction of faeces], mūtrarōdhaḥ mūtrasaṁrōdhaḥ [obstruction in passage of urine], atīsāraḥ [diarrhoea], puṁstvōpaghātaḥ [impotence loss of sexual vigor], gudavisaraṇāt mr̥tyuḥ gudaśātanāt mr̥tyuḥ [death on fissuring tearing of anus], gudaśōpha [swelling at anus], gudatōdaḥ [pricking type of pain], gudavēdanā [proctalgia], gudasrāvaḥ [anal discharge], śakr̥dvidhāraṇāśaktiḥ [unable to urge of defecation], mūtravidhāraṇāśaktiḥ [unable to hold urine], viṭ atipravr̥ttiḥ [excessive defecation], mūtrātipravr̥ttiḥ [frequent micturition]",SR82,"['SR82', 'SR5A', 'SR88']"
ST-3.2,kṣāra-atidagdha-nāsā,-,"the disorder is characterized by nāsāvaṁśataruṇāsthidaraṇam/nāsāvaṁśadaraṇam [destruction of nasal cartilage], nāsāvaṁśataruṇāsthisaṅkōcaḥ/nāsāvaṁśākuṁcanam [constriction of nasal cartilage], gandhājñānam/viṣayājñānam [loss of sense of smell]",,"kṣāra atidagdha nāsā kṣāra atidagdha nāsā the disorder is characterized by nāsāvaṁśataruṇāsthidaraṇam nāsāvaṁśadaraṇam [destruction of nasal cartilage], nāsāvaṁśataruṇāsthisaṅkōcaḥ nāsāvaṁśākuṁcanam [constriction of nasal cartilage], gandhājñānam viṣayājñānam [loss of sense of smell]",SK97,"['SK97', 'SK94', 'SR65']"
